Datenlogger_Rakete_v6 wurde gestartet.
Entgegen des Willens von Apple und Arduino.
Ihr Luschen gehoert auf angespitzte Pfaehle gesetzt.
Initialisierung abgeschlossen.
0, 1430, -240, -1232, -48, 1
1, 1448, -272, -1280, 0, 0
2, 1466, -272, -1248, -48, 0
3, 1484, -272, -1216, -64, 0
4, 1503, -288, -1248, 0, 0
5, 1521, -272, -1216, -32, 0
6, 1539, -272, -1248, -64, 0
7, 1558, -240, -1264, -64, 0
8, 1577, -272, -1248, -64, 0
9, 1597, -240, -1248, -80, 0
10, 1615, -240, -1264, -64, 0
11, 1635, -288, -1296, -64, 0
12, 1657, -272, -1248, -96, 0
13, 1677, -240, -1312, -48, 0
14, 1695, -272, -1248, -48, 0
15, 1728, -224, -1216, -80, 0
16, 1748, -256, -1232, -32, 0
17, 1767, -288, -1248, -32, 0
18, 1785, -272, -1264, -48, 0
19, 1804, -272, -1248, -48, 0
20, 1822, -208, -1296, -48, 0
21, 1868, -224, -1248, -64, 1
22, 1887, -240, -1232, 0, 0
23, 1905, -240, -1248, 0, 0
24, 1924, -240, -1248, -64, 0
25, 1943, -240, -1264, -80, 0
26, 1963, -240, -1248, -64, 0
27, 1982, -256, -1264, 16, 0
28, 2000, -208, -1264, 0, 0
29, 2024, -272, -1248, -32, 0
30, 2042, -224, -1248, -32, 0
31, 2061, -272, -1216, -80, 0
32, 2079, -304, -1248, -64, 0
33, 2098, -256, -1264, -64, 0
34, 2116, -304, -1152, -48, 0
35, 2136, -224, -1280, -64, 0
36, 2155, -272, -1280, -32, 0
37, 2173, -256, -1232, 0, 0
38, 2193, -240, -1264, -48, 0
39, 2212, -304, -1248, -48, 0
40, 2232, -288, -1296, -48, 0
41, 2251, -256, -1264, -48, 0
42, 2270, -208, -1296, -48, 0
43, 2289, -240, -1280, -32, 0
44, 2349, -224, -1248, -64, 1
45, 2372, -240, -1232, 0, 0
46, 2391, -240, -1248, -48, 0
47, 2409, -272, -1248, 0, 0
48, 2427, -192, -1216, -96, 0
49, 2446, -240, -1264, 0, 0
50, 2464, -272, -1248, -64, 0
51, 2483, -272, -1296, 0, 0
52, 2501, -272, -1216, -48, 0
53, 2521, -272, -1264, -32, 0
54, 2539, -224, -1248, -64, 0
55, 2558, -272, -1280, -64, 0
56, 2578, -256, -1232, 0, 0
57, 2597, -272, -1280, -64, 0
58, 2617, -240, -1200, 0, 0
59, 2635, -288, -1248, 0, 0
60, 2655, -240, -1232, -64, 0
61, 2674, -256, -1264, 0, 0
62, 2697, -256, -1264, -64, 0
63, 2716, -256, -1264, -80, 0
64, 2735, -256, -1248, -64, 0
65, 2753, -272, -1264, -64, 0
66, 2771, -240, -1264, -64, 0
67, 2818, -288, -1248, -32, 1
68, 2836, -288, -1296, -80, 0
69, 2854, -272, -1264, 0, 0
70, 2873, -240, -1264, 0, 0
71, 2892, -240, -1232, 0, 0
72, 2926, -272, -1248, -32, 1
73, 2945, -288, -1280, -32, 0
74, 2963, -256, -1200, 16, 0
75, 2982, -224, -1280, 0, 0
76, 3001, -240, -1248, -48, 0
77, 3020, -272, -1280, 0, 0
78, 3040, -256, -1264, -16, 0
79, 3063, -256, -1248, 0, 0
80, 3082, -256, -1264, -64, 0
81, 3100, -272, -1328, -32, 0
82, 3119, -256, -1264, -32, 0
83, 3137, -272, -1248, -64, 0
84, 3155, -240, -1264, -48, 0
85, 3175, -272, -1248, -112, 0
86, 3193, -272, -1248, 0, 0
87, 3213, -272, -1248, -64, 0
88, 3232, -224, -1248, -80, 0
89, 3252, -272, -1232, -64, 0
90, 3297, -272, -1296, -32, 1
91, 3316, -240, -1264, -64, 0
92, 3335, -224, -1232, -48, 0
93, 3353, -240, -1296, -32, 0
94, 3372, -240, -1264, -64, 0
95, 3391, -224, -1232, -64, 0
96, 3414, -256, -1232, -48, 0
97, 3432, -240, -1248, 0, 0
98, 3451, -288, -1264, -64, 0
99, 3470, -224, -1232, -48, 0
100, 3739, -288, -1264, -48, 1
101, 3773, -272, -1264, 0, 1
102, 3792, -240, -1264, -64, 0
103, 3811, -224, -1264, -32, 0
104, 3829, -240, -1248, -80, 0
105, 3849, -240, -1264, -64, 0
106, 3867, -256, -1232, 0, 0
107, 3887, -256, -1296, 0, 0
108, 3906, -272, -1264, -32, 0
109, 3924, -240, -1232, -80, 0
110, 3944, -240, -1248, -80, 0
111, 3963, -272, -1264, 0, 0
112, 3987, -224, -1248, -64, 0
113, 4033, -224, -1280, -80, 1
114, 4051, -256, -1312, 0, 0
115, 4070, -272, -1232, -32, 0
116, 4088, -256, -1248, 0, 0
117, 4108, -272, -1216, -64, 0
118, 4126, -272, -1152, 0, 0
119, 4145, -272, -1264, -96, 0
120, 4164, -256, -1232, 0, 0
121, 4183, -240, -1264, 0, 0
122, 4201, -272, -1248, -64, 0
123, 4219, -336, -1264, -32, 0
124, 4239, -256, -1280, -96, 0
125, 4257, -288, -1296, 0, 0
126, 4276, -240, -1232, -48, 0
127, 4311, -256, -1232, -48, 1
128, 4329, -256, -1232, -48, 0
129, 4353, -256, -1248, -64, 0
130, 4371, -336, -1296, -32, 0
131, 4389, -240, -1264, 0, 0
132, 4408, -224, -1232, -32, 0
133, 4427, -208, -1232, -48, 0
134, 4446, -272, -1264, -48, 0
135, 4464, -240, -1296, -32, 0
136, 4510, -240, -1280, -16, 1
137, 4530, -208, -1296, -32, 0
138, 4548, -256, -1296, 0, 0
139, 4567, -352, -1152, 0, 0
140, 4585, -224, -1296, -48, 0
141, 4604, -304, -1248, 0, 0
142, 4623, -288, -1296, 0, 0
143, 4641, -224, -1296, 0, 0
144, 4660, -256, -1264, 0, 0
145, 4683, -272, -1248, -48, 0
146, 4702, -272, -1296, -64, 0
147, 4721, -288, -1232, 0, 0
148, 4740, -224, -1216, -32, 0
149, 4758, -288, -1248, 0, 0
150, 4776, -272, -1232, -48, 0
151, 4796, -272, -1248, -64, 0
152, 4814, -304, -1264, -48, 0
153, 4833, -272, -1280, -16, 0
154, 4852, -272, -1248, 0, 0
155, 4886, -272, -1248, -48, 0
156, 4904, -240, -1232, -48, 0
157, 4923, -192, -1296, 0, 0
158, 4942, -240, -1248, -64, 0
159, 4988, -288, -1296, 0, 1
160, 5007, -304, -1280, -48, 0
161, 5030, -240, -1232, 16, 0
162, 5049, -256, -1264, -32, 0
163, 5068, -256, -1248, -144, 0
164, 5087, -256, -1280, -48, 0
165, 5105, -240, -1216, 32, 0
166, 5125, -304, -1248, -48, 0
167, 5143, -208, -1264, -32, 0
168, 5161, -272, -1280, 0, 0
169, 5181, -240, -1248, -64, 0
170, 5199, -208, -1280, 0, 0
171, 5218, -256, -1232, -64, 0
172, 5237, -272, -1232, 0, 0
173, 5256, -256, -1280, -48, 0
174, 5274, -208, -1232, -32, 0
175, 5294, -256, -1248, 0, 0
176, 5312, -256, -1264, -64, 0
177, 5330, -256, -1216, 0, 0
178, 5354, -192, -1264, -64, 0
179, 5372, -304, -1152, -80, 0
180, 5392, -272, -1264, 0, 0
181, 5410, -240, -1296, -80, 0
182, 5469, -256, -1296, 0, 1
183, 5489, -272, -1264, 0, 0
184, 5508, -272, -1264, -64, 0
185, 5527, -256, -1232, 0, 0
186, 5545, -128, -1280, 0, 0
187, 5564, -256, -1264, 0, 0
188, 5583, -288, -1280, 0, 0
189, 5602, -304, -1264, 0, 0
190, 5620, -288, -1248, 0, 0
191, 5639, -272, -1280, 0, 0
192, 5657, -288, -1232, -64, 0
193, 5677, -208, -1232, -64, 0
194, 5700, -272, -1296, -80, 0
195, 5719, -256, -1248, 0, 0
196, 5737, -272, -1248, -64, 0
197, 5756, -256, -1296, 0, 0
198, 5775, -288, -1152, -144, 0
199, 5793, -240, -1248, -48, 0
200, 5813, -240, -1264, -64, 0
201, 5831, -240, -1296, -64, 0
202, 5851, -240, -1280, -80, 0
203, 5869, -256, -1216, -64, 0
204, 5888, -240, -1264, -48, 0
205, 5934, -224, -1232, -80, 1
206, 5953, -224, -1248, -64, 0
207, 5971, -256, -1360, -48, 0
208, 5991, -272, -1280, 0, 0
209, 6009, -240, -1264, 32, 0
210, 6028, -208, -1264, -16, 0
211, 6067, -272, -1232, -64, 1
212, 6086, -272, -1232, 0, 0
213, 6105, -288, -1280, -64, 0
214, 6123, -288, -1152, -16, 0
215, 6142, -288, -1248, 0, 0
216, 6161, -304, -1296, -64, 0
217, 6180, -240, -1248, -48, 0
218, 6199, -304, -1296, 0, 0
219, 6217, -224, -1280, -32, 0
220, 6237, -256, -1248, -48, 0
221, 6255, -256, -1296, 0, 0
222, 6274, -288, -1280, -48, 0
223, 6293, -272, -1280, -48, 0
224, 6311, -272, -1248, -32, 0
225, 6331, -240, -1296, -48, 0
226, 6349, -224, -1248, -16, 0
227, 6373, -240, -1296, 0, 0
228, 6419, -272, -1264, -32, 1
229, 6437, -272, -1280, -80, 0
230, 6457, -224, -1264, -48, 0
231, 6475, -256, -1264, -48, 0
232, 6495, -272, -1248, 0, 0
233, 6513, -256, -1232, 0, 0
234, 6532, -272, -1296, 0, 0
235, 6550, -240, -1232, -48, 0
236, 6569, -256, -1232, -32, 0
237, 6588, -288, -1248, 0, 0
238, 6607, -224, -1216, 0, 0
239, 6641, -256, -1280, 16, 1
240, 6661, -240, -1264, -80, 0
241, 6679, -272, -1248, -64, 0
242, 6697, -272, -1328, -48, 0
243, 6720, -272, -1280, -144, 0
244, 6738, -256, -1296, -16, 0
245, 6756, -256, -1216, -48, 0
246, 6774, -272, -1264, -32, 0
247, 6792, -304, -1248, -80, 0
248, 6811, -272, -1200, -80, 0
249, 6831, -240, -1296, -32, 0
250, 6850, -272, -1248, 0, 0
251, 6894, -240, -1280, 0, 1
252, 6913, -224, -1248, 0, 0
253, 6930, -272, -1296, -144, 0
254, 6948, -272, -1264, -48, 0
255, 6966, -256, -1296, -80, 0
256, 6984, -240, -1296, -64, 0
257, 7004, -272, -1264, -80, 0
258, 7023, -272, -1248, -64, 0
259, 7045, -272, -1216, -16, 0
260, 7064, -272, -1280, 0, 0
261, 7084, -256, -1280, -32, 0
262, 7103, -256, -1216, 0, 0
263, 7121, -256, -1264, -32, 0
264, 7141, -256, -1232, -80, 0
265, 7160, -240, -1280, 0, 0
266, 7180, -224, -1280, -32, 0
267, 7198, -272, -1264, 0, 0
268, 7218, -208, -1264, 0, 0
269, 7237, -240, -1232, 32, 0
270, 7257, -288, -1264, 16, 0
271, 7291, -272, -1312, 0, 0
272, 7310, -272, -1232, -64, 0
273, 7329, -256, -1232, 0, 0
274, 7375, -208, -1264, -32, 1
275, 7395, -272, -1216, -32, 0
276, 7418, -208, -1264, -64, 0
277, 7438, -272, -1296, 32, 0
278, 7457, -272, -1296, 0, 0
279, 7477, -224, -1264, -48, 0
280, 7496, -176, -1296, -80, 0
281, 7516, -304, -1248, -80, 0
282, 7535, -240, -1264, -80, 0
283, 7555, -256, -1264, -64, 0
284, 7575, -272, -1264, 0, 0
285, 7595, -224, -1296, -48, 0
286, 7614, -336, -1264, 0, 0
287, 7633, -288, -1280, -80, 0
288, 7653, -240, -1264, -48, 0
289, 7672, -272, -1232, 0, 0
290, 7692, -224, -1296, -64, 0
291, 7711, -272, -1264, -32, 0
292, 7735, -272, -1264, -64, 0
293, 7754, -272, -1248, 0, 0
294, 7774, -272, -1280, -64, 0
295, 7793, -272, -1248, -64, 0
296, 7813, -272, -1264, -48, 0
297, 7859, -256, -1296, -48, 1
298, 7892, -272, -1248, 16, 1
299, 7914, -272, -1296, -32, 0
300, 7933, -304, -1248, 0, 0
301, 7953, -304, -1264, 0, 0
302, 7972, -240, -1264, -48, 0
303, 7992, -256, -1264, -32, 0
304, 8011, -272, -1200, -32, 0
305, 8031, -272, -1248, -32, 0
306, 8051, -240, -1264, 0, 0
307, 8071, -272, -1248, 0, 0
308, 8094, -272, -1248, -64, 0
309, 8114, -240, -1248, 0, 0
310, 8133, -192, -1280, -48, 0
311, 8153, -256, -1264, 0, 0
312, 8172, -224, -1264, -64, 0
313, 8192, -304, -1264, -64, 0
314, 8211, -240, -1216, 0, 0
315, 8230, -272, -1248, 0, 0
316, 8250, -224, -1248, 0, 0
317, 8269, -272, -1280, -64, 0
318, 8290, -240, -1296, 0, 0
319, 8309, -240, -1248, -80, 0
320, 8354, -272, -1264, -64, 1
321, 8375, -256, -1264, 0, 0
322, 8394, -272, -1248, -32, 0
323, 8414, -272, -1280, 0, 0
324, 8433, -272, -1296, -112, 0
325, 8457, -256, -1248, -48, 0
326, 8489, -240, -1296, -32, 1
327, 8512, -240, -1216, -48, 0
328, 8531, -272, -1248, -32, 0
329, 8551, -272, -1296, -32, 0
330, 8570, -272, -1216, -64, 0
331, 8590, -240, -1248, 0, 0
332, 8609, -272, -1216, -16, 0
333, 8629, -272, -1248, -32, 0
334, 8648, -240, -1248, -64, 0
335, 8668, -272, -1328, -16, 0
336, 8687, -272, -1264, -64, 0
337, 8707, -224, -1360, -48, 0
338, 8726, -256, -1296, -48, 0
339, 8745, -256, -1248, 0, 0
340, 8765, -272, -1296, 0, 0
341, 8790, -240, -1296, 0, 0
342, 8809, -272, -1232, 0, 0
343, 8855, -288, -1264, 0, 1
344, 8875, -240, -1248, -64, 0
345, 8894, -272, -1264, -32, 0
346, 8914, -288, -1216, -48, 0
347, 8934, -272, -1296, 0, 0
348, 8953, -272, -1360, -32, 0
349, 8973, -240, -1280, -32, 0
350, 8992, -272, -1280, -32, 0
351, 9012, -240, -1232, -48, 0
352, 9031, -224, -1280, 0, 0
353, 9051, -224, -1264, 0, 0
354, 9070, -224, -1296, -80, 0
355, 9106, -272, -1248, 64, 1
356, 9125, -272, -1248, 0, 0
357, 9145, -224, -1264, -64, 0
358, 9169, -272, -1232, -64, 0
359, 9189, -336, -1232, -48, 0
360, 9208, -240, -1248, -32, 0
361, 9228, -224, -1248, 0, 0
362, 9247, -224, -1296, -48, 0
363, 9267, -240, -1264, -80, 0
364, 9287, -256, -1296, 0, 0
365, 9307, -240, -1264, -64, 0
366, 9354, -272, -1248, -48, 1
367, 9373, -272, -1296, 0, 0
368, 9393, -240, -1296, -48, 0
369, 9412, -224, -1264, -32, 0
370, 9433, -272, -1232, 0, 0
371, 9452, -240, -1280, 0, 0
372, 9472, -272, -1280, -16, 0
373, 9491, -272, -1152, -48, 0
374, 9515, -240, -1264, 16, 0
375, 9535, -304, -1216, -48, 0
376, 9554, -224, -1264, -48, 0
377, 9574, -272, -1264, 0, 0
378, 9593, -192, -1264, -80, 0
379, 9613, -288, -1248, 0, 0
380, 9632, -256, -1232, 16, 0
381, 9653, -288, -1200, -64, 0
382, 9672, -240, -1136, 0, 0
383, 9707, -288, -1264, -48, 1
384, 9726, -256, -1248, -64, 0
385, 9746, -224, -1248, -64, 0
386, 9766, -304, -1296, -32, 0
387, 9786, -272, -1280, -32, 0
388, 9805, -240, -1216, 0, 0
389, 9851, -240, -1248, 0, 1
390, 9875, -256, -1216, 0, 1
391, 9894, -256, -1264, -48, 0
392, 9915, -272, -1280, -48, 0
393, 9934, -304, -1296, 0, 0
394, 9954, -288, -1248, 16, 0
395, 9973, -240, -1264, -48, 0
